,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
467011,154,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,77922.07792,12987.01299,154.0,0.0,154,154,154,154.0,0.0,154,154,0,0.0,0.0,0,0,0,40,0,12987.01299,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,9.0,6.0,0.0,2,12,0,0,32,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2205855,236199,14,13,1480,6035,878,0,105.7142857,230.7857576,1430,0,464.2307692,570.1083455,31816.39211,114.3103908,9084.576923,14997.40333,48308,2,236199,18169.15385,19988.73549,48494,49,195588,16299.0,27803.22446,84969,2,0,292,272,59.2720545,55.03833632,0,1430,268.3928571,452.7204468,204955.8029,0,0,0,1,0,0,0,0,278.3333333,105.7142857,464.2307692,14,1480,13,6035,8192,373,13,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1629656,657276,2,2,60,142,30,30,30.0,0.0,71,71,71.0,0.0,307.3290368,6.085723501,219092.0,379471.5473,657268,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,64,40,3.042861751,3.042861751,30,71,46.4,22.45662486,504.3,0,0,0,0,0,0,0,1,58.0,30.0,71.0,2,60,2,142,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
710005,3,2,0,37,0,37,0,18.5,26.1629509039,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,64,0,666666.666666667,0.0,0,37,24.6666666667,21.36195996,456.3333333333,0,1,0,0,1,0,0,0,37.0,18.5,0.0,2,37,0,0,114,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
498893,83442,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,3882.936651,47.93748951,27814.0,48169.19899,83435,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,40,64,23.96874476,23.96874476,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,1,88.5,30.0,132.0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1344684,5104247,5,1,123,46,46,0,24.6,23.27659769,46,46,46.0,0.0,33.10968298,1.175491703,1020849.4,2262497.225,5068037,48,5104247,1276061.75,2528036.905,5068037,48,0,0.0,0.0,0,0,1,160,32,0.979576419,0.195915284,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,35.83333333,24.6,46.0,5,123,1,46,254,129,2,32,35304.0,0.0,35304,35304,5068037.0,0.0,5068037,5068037,BENIGN
1702460,619,1,1,65,81,65,65,65.0,0.0,81,81,81.0,0.0,235864.2973,3231.017771,619.0,0.0,619,619,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,1615.508885,1615.508885,65,81,70.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,1,105.5,65.0,81.0,1,65,1,81,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1773486,330,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6060.606061,330.0,0.0,330,330,330,330.0,0.0,330,330,0,0.0,0.0,0,0,0,40,0,6060.606061,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2,0,0,0,127,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2226117,99419,1,1,6,0,6,6,6.0,0.0,0,0,0.0,0.0,60.3506372,20.11687907,99419.0,0.0,99419,99419,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,32,10.05843953,10.05843953,0,6,4.0,3.464101615,12.0,1,0,0,0,0,0,0,1,6.0,6.0,0.0,1,6,1,0,0,349,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
823104,5461436,22,24,1824,40595,628,0,82.9090909091,213.8274580548,3854,0,1691.4583333333,1035.15888212,7767.0048683167,8.4226932257,121365.244444444,744848.885491247,5003396,0,458040,21811.4285714286,39102.5305991459,91660,41,5372564,233589.739130435,1040370.10499408,5003432,2,0,712,776,4.0282445862,4.3944486395,0,3854,902.5319148936,1104.7071390598,1220377.86308973,0,0,0,1,0,0,0,1,922.152173913,82.9090909091,1691.4583333333,22,1824,24,40595,29200,142,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1532019,2982,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,670.6908115,2982.0,0.0,2982,2982,2982,2982.0,0.0,2982,2982,0,0.0,0.0,0,0,0,40,0,670.6908115,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2,0,0,0,64130,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1915123,89537,2,2,56,126,28,28,28.0,0.0,63,63,63.0,0.0,2032.679228,44.67426874,29845.66667,51690.74696,89533,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,64,64,22.33713437,22.33713437,28,63,42.0,19.17028951,367.5,0,0,0,0,0,0,0,1,52.5,28.0,63.0,2,56,2,126,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1314334,204,2,2,84,310,42,42,42.0,0.0,155,155,155.0,0.0,1931372.549,19607.84314,68.0,76.97402159,153,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,40,40,9803.921569,9803.921569,42,155,87.2,61.892649,3830.7,0,0,0,0,0,0,0,1,109.0,42.0,155.0,2,84,2,310,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1729475,117928091,37,39,1807,48526,370,0,48.83783784,116.5884294,4380,0,1244.25641,1161.028462,426.8109453,0.64446053,1572374.547,3591042.442,10200000,3,118000000,3275780.306,4654785.581,10200000,3,114000000,2990235.263,4612099.659,10200000,48,0,752,924,0.313750521,0.330710009,0,4380,653.6753247,1021.341023,1043137.485,0,0,0,1,0,0,0,1,662.2763158,48.83783784,1244.25641,37,1807,39,48526,8192,1080,18,20,245003.0909,734529.217,2459692,23343,10100000.0,27132.15837,10200000,10100000,BENIGN
914905,171770,10,5,723,799,469,0,72.3,147.8986514851,661,0,159.8,286.4807148832,8860.6858007801,87.3260755662,12269.2857142857,13699.3143423512,36398,4,171770,19085.5555555556,18694.0055707111,52838,4,126375,31593.75,23254.8226449913,51038,462,0,332,168,58.2173837108,29.1086918554,0,661,95.125,193.274200727,37354.9166666667,0,0,0,1,0,0,0,0,101.4666666667,72.3,159.8,10,723,5,799,65535,349,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1583720,62431,1,1,46,167,46,46,46.0,0.0,167,167,167.0,0.0,3411.76659,32.03536705,62431.0,0.0,62431,62431,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,16.01768352,16.01768352,46,167,86.33333333,69.85938257,4880.333333,0,0,0,0,0,0,0,1,129.5,46.0,167.0,1,46,1,167,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2449900,851,2,2,60,60,30,30,30.0,0.0,30,30,30.0,0.0,141010.5758,4700.352526,283.6666667,486.1299552,845,2,2,2.0,0.0,2,2,4,4.0,0.0,4,4,0,64,64,2350.176263,2350.176263,30,30,30.0,0.0,0.0,0,0,0,0,0,0,0,1,37.5,30.0,30.0,2,60,2,60,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
831004,31213,2,2,148,312,74,74,74.0,0.0,156,156,156.0,0.0,14737.4491397815,128.1517316503,10404.3333333333,18015.6377997931,31207,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,40,40,64.0758658251,64.0758658251,74,156,106.8,44.9132497154,2017.2,0,0,0,0,0,0,0,1,133.5,74.0,156.0,2,148,2,312,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
502941,120510,2,2,78,232,39,39,39.0,0.0,116,116,116.0,0.0,2572.400631,33.1922662,40170.0,69570.41876,120503,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,64,64,16.5961331,16.5961331,39,116,69.8,42.17463693,1778.7,0,0,0,0,0,0,0,1,87.25,39.0,116.0,2,78,2,232,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2335013,49663,1,1,45,61,45,45,45.0,0.0,61,61,61.0,0.0,2134.38576,40.27142943,49663.0,0.0,49663,49663,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,20.13571472,20.13571472,45,61,50.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,1,75.5,45.0,61.0,1,45,1,61,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1151775,98127202,18,17,955,5014,613,0,53.05555556,150.2439084,1418,0,294.9411765,542.7499966,60.82920819,0.356679894,2886094.176,4525877.964,10000000,6,98100000,5772188.353,4994616.088,10000000,82,90500000,5656659.813,5139651.309,10000000,48,0,584,552,0.183435374,0.17324452,0,1418,165.8055556,401.3119784,161051.304,0,0,0,1,0,0,0,0,170.5428571,53.05555556,294.9411765,18,955,17,5014,29200,358,3,32,47258.11111,32562.84394,134092,36248,10000000.0,5391.625932,10000000,9996585,BENIGN
1882838,47536,2,2,62,208,31,31,31.0,0.0,104,104,104.0,0.0,5679.905756,84.14675194,15845.33333,27438.86022,47529,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,40,64,42.07337597,42.07337597,31,104,60.2,39.9837467,1598.7,0,0,0,0,0,0,0,1,75.25,31.0,104.0,2,62,2,208,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1131156,66725,1,1,47,63,47,47,47.0,0.0,63,63,63.0,0.0,1648.557512,29.97377295,66725.0,0.0,66725,66725,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,14.98688647,14.98688647,47,63,52.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,1,78.5,47.0,63.0,1,47,1,63,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1292311,58,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,275862.069,68965.51724,19.33333333,25.14623895,48,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,48,40,34482.75862,34482.75862,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,1,4.5,2.0,6.0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
155722,6098741,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,5.902857655,0.983809609,1219748.2,2714762.168,6076051,4,0,0.0,0.0,0,0,6091837,1522959.25,3035401.989,6076051,4,0,20,100,0.163968268,0.819841341,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,5,7.0,6.0,6.0,1,6,5,30,229,0,0,20,22690.0,0.0,22690,22690,6076051.0,0.0,6076051,6076051,BENIGN
1715972,185082,1,1,50,148,50,50,50.0,0.0,148,148,148.0,0.0,1069.79609,10.80602111,185082.0,0.0,185082,185082,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,20,5.403010557,5.403010557,50,148,82.66666667,56.58032638,3201.333333,0,0,0,0,0,0,0,1,124.0,50.0,148.0,1,50,1,148,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1913680,31632,2,2,88,164,44,44,44.0,0.0,82,82,82.0,0.0,7966.616085,126.4542236,10544.0,18256.68154,31625,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,40,64,63.22711179,63.22711179,44,82,59.2,20.81345719,433.2,0,0,0,0,0,0,0,1,74.0,44.0,82.0,2,88,2,164,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
86135,80974969,6,9,11607,62,5840,0,1934.5,2558.396197,20,0,6.888888889,5.30199124,144.1062608,0.18524243,5783926.357,18700000.0,70000000,55,81000000,16200000.0,36100000.0,80800000,170,80800000,10100000.0,24500000.0,70000000,194,0,132,192,0.074096972,0.111145458,0,5840,729.6875,1763.75137,3110818.896,0,0,0,0,1,1,0,1,778.3333333,1934.5,6.888888889,6,11607,9,62,229,256,4,20,24773.0,0.0,24773,24773,40400000.0,41800000.0,70000000,10800000,BENIGN
2396345,88,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,136363.6364,22727.27273,88.0,0.0,88,88,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,11363.63636,11363.63636,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,1,6,1,6,335,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
983074,221,2,2,96,180,48,48,48.0,0.0,90,90,90.0,0.0,1248868.77828054,18099.5475113122,73.6666666667,84.7368475537,168,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,0,64,64,9049.7737556561,9049.7737556561,48,90,64.8,23.0043474152,529.2,0,0,0,0,0,0,0,1,81.0,48.0,90.0,2,96,2,180,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1080071,56864681,13,12,693,4813,315,0,53.3076923077,99.0314635317,1460,0,401.0833333333,583.6810240866,96.8263587023,0.4396402048,2369361.70833333,4219641.72651,9999491,48,56864681,4738723.41666667,5017903.37500348,10020601,332,50156738,4559703.45454545,5226935.23069172,10023829,48,0,272,312,0.2286129065,0.2110272983,0,1460,211.7692307692,432.0444706455,186662.424615385,0,0,0,1,0,0,0,0,220.24,53.3076923077,401.0833333333,13,693,12,4813,8192,980,12,20,33602.5,25062.4503091777,84752,22943,9443844.33333333,1351682.92949148,9999491,6684750,BENIGN
1139213,115729586,16,14,511,752,427,0,31.9375,105.3606307,746,0,53.71428571,199.2599495,10.9133718,0.259224983,3990675.379,4872848.875,10000000,23,116000000,7715305.733,4153688.272,10000000,191,110000000,8499599.923,3759277.591,10000000,21497,0,332,424,0.138253324,0.120971659,0,746,40.74193548,151.4296245,22930.93118,0,0,0,1,0,0,0,0,42.1,31.9375,53.71428571,16,511,14,752,8192,343,15,20,46602.36364,32625.46071,144971,36594,9998394.636,16743.46387,10000000,9949907,BENIGN
607548,23828,1,1,44,120,44,44,44.0,0.0,120,120,120.0,0.0,6882.659057,83.93486654,23828.0,0.0,23828,23828,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,41.96743327,41.96743327,44,120,69.33333333,43.87862046,1925.333333,0,0,0,0,0,0,0,1,104.0,44.0,120.0,1,44,1,120,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
881653,174,2,2,86,198,43,43,43.0,0.0,99,99,99.0,0.0,1632183.90804598,22988.5057471264,58.0,94.3980932011,167,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,64,64,11494.2528735632,11494.2528735632,43,99,65.4,30.6724632203,940.8,0,0,0,0,0,0,0,1,81.75,43.0,99.0,2,86,2,198,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
917531,3,2,0,37,0,37,0,18.5,26.1629509039,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,64,0,666666.666666667,0.0,0,37,24.6666666667,21.36195996,456.3333333333,0,1,0,0,1,0,0,0,37.0,18.5,0.0,2,37,0,0,972,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2383826,116,2,2,66,196,33,33,33.0,0.0,98,98,98.0,0.0,2258620.69,34482.75862,38.66666667,33.70954365,66,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,64,64,17241.37931,17241.37931,33,98,59.0,35.60196624,1267.5,0,0,0,0,0,0,0,1,73.75,33.0,98.0,2,66,2,196,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
497541,10050244,6,7,1022,1680,517,0,170.3333333,241.3484342,1494,0,240.0,555.0786731,268.8491941,1.293500934,837520.3333,2885224.847,9999311,4,50929,10185.8,9173.064793,17269,98,10000000,1672312.167,4079455.778,9999450,4,0,132,152,0.597000431,0.696500503,0,1494,193.0,410.975762,168901.0769,0,0,0,1,0,0,0,1,207.8461538,170.3333333,240.0,6,1022,7,1680,8192,245,5,20,50929.0,0.0,50929,50929,9999311.0,0.0,9999311,9999311,BENIGN
1002759,178,2,2,70,326,35,35,35.0,0.0,163,163,163.0,0.0,2224719.1011236,22471.9101123596,59.3333333333,95.8401446855,170,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,40,40,11235.9550561798,11235.9550561798,35,163,86.2,70.1084873607,4915.2,0,0,0,0,0,0,0,1,107.75,35.0,163.0,2,70,2,326,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2302388,302220,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,12851.56509,39.70617431,27474.54545,35916.0442,85633,48,302220,50370.0,36167.77935,88331,721,89150,22287.5,42582.99625,86135,48,0,152,112,23.16193501,16.5442393,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,323.6666667,53.71428571,701.6,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1640096,1258941,41,44,2664,6954,456,0,64.97560976,109.864573,976,0,158.0454545,312.6752498,7639.754365,67.51706395,14987.39286,104712.9707,956118,1,1258941,31473.525,158840.1446,996226,3,302685,7039.186047,17892.98393,94038,1,0,1328,1424,32.56705437,34.95000957,0,976,111.8372093,239.6868477,57449.78495,0,0,0,1,0,0,0,1,113.1529412,64.97560976,158.0454545,41,2664,44,6954,29200,243,24,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1976388,116915428,14,14,917,5875,261,0,65.5,86.2890937,1460,0,419.6428571,614.8936878,58.09327405,0.239489351,4330201.037,15500000.0,58500000,0,117000000,8993494.462,21800000.0,58500000,4,117000000,8976725.615,21900000.0,58500000,3,0,292,292,0.119744676,0.119744676,0,1460,234.2068966,460.8514154,212384.0271,0,0,0,1,0,0,0,1,242.5714286,65.5,419.6428571,14,917,14,5875,8192,127,13,20,198582.5,41348.06903,227820,169345,58200000.0,465902.0515,58500000,57800000,BENIGN
1443626,61477,1,1,43,109,43,43,43.0,0.0,109,109,109.0,0.0,2472.469379,32.53249183,61477.0,0.0,61477,61477,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,16.26624591,16.26624591,43,109,65.0,38.10511777,1452.0,0,0,0,0,0,0,0,1,97.5,43.0,109.0,1,43,1,109,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
69807,78707246,5,9,11613,62,11595,0,2322.6,5183.42983,20,0,6.888888889,5.30199124,148.3345002,0.177874347,6054403.538,21400000.0,77100000,1,78700000,19700000.0,39100000.0,78400000,12,78300000,9793540.375,27200000.0,77100000,3,0,112,192,0.063526553,0.114347795,0,11595,778.7333333,2992.233243,8953459.781,0,0,0,0,1,1,0,1,834.3571429,2322.6,6.888888889,5,11613,9,62,229,256,3,20,1242688.0,0.0,1242688,1242688,77100000.0,0.0,77100000,77100000,BENIGN
1673769,706593,9,8,535,5296,198,0,59.44444444,84.14141535,1460,0,662.0,652.5639542,8252.275355,24.05911182,44162.0625,111380.4259,441669,19,706593,88324.125,148905.6173,441669,49,544883,77840.42857,172472.0925,465912,49,0,192,172,12.73717685,11.32193498,0,1460,323.9444444,525.0406676,275667.7026,0,0,0,1,0,0,0,0,343.0,59.44444444,662.0,9,535,8,5296,8192,980,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
772849,60201,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,1960.1003305593,33.222039501,60201.0,0.0,60201,60201,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,16.6110197505,16.6110197505,51,67,56.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,1,84.5,51.0,67.0,1,51,1,67,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2238587,48737,2,2,116,238,58,58,58.0,0.0,119,119,119.0,0.0,7263.475388,82.07316823,16245.66667,28055.18165,48641,47,49,49.0,0.0,49,49,47,47.0,0.0,47,47,0,40,40,41.03658411,41.03658411,58,119,82.4,33.41107601,1116.3,0,0,0,0,0,0,0,1,103.0,58.0,119.0,2,116,2,238,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
275227,77714,2,2,116,248,58,58,58.0,0.0,124,124,124.0,0.0,4683.840749,51.47077747,25904.66667,44824.90295,77664,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,0,40,40,25.73538873,25.73538873,58,124,84.4,36.1496888,1306.8,0,0,0,0,0,0,0,1,105.5,58.0,124.0,2,116,2,248,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
